BuzzFeedNews,        If Dana Rohrabacher Keeps His Seat In Congress, He'll Owe The Victory To Legal Pot      ,https://www.buzzfeednews.com/article/salvadorhernandez/dana-rohrabacher-marijuana-legal-cannabis-donations
BuzzFeedNews,        Tyler Oakley Went On Grindr To Convince Gays To Vote, And They Are Ready To Come Out      ,https://www.buzzfeed.com/joshuagmoradel/tyler-oakley-went-on-grindr-to-convince-gays-to-vote-and
WallStreetJournal,Under Armour’s #MeToo Moment: No More Strip Clubs on Company Dime,https://www.wsj.com/articles/under-armours-metoo-moment-no-more-strip-clubs-on-company-dime-1541450209
WallStreetJournal,Refining Becomes Driver of Oil Profits,https://www.wsj.com/articles/once-a-dog-refining-becomes-driver-of-oil-profits-1541413801
WallStreetJournal,U.S. Girds for Possible Russian Meddling on Election Day,https://www.wsj.com/articles/u-s-girds-for-possible-russian-meddling-on-election-day-1541421000
WallStreetJournal,Predicting the Next Bear Market in Six Charts,https://www.wsj.com/graphics/bear-market-signs/?mod=article_inline
WallStreetJournal,New iPad Pro: Great Tablet, Still Can’t Replace the Laptop,https://www.wsj.com/articles/apples-new-ipad-pro-great-tablet-still-cant-replace-your-laptop-1541415600
WallStreetJournal,New Funds Take Pay Cut If They Can’t Beat the Market,https://www.wsj.com/articles/new-funds-take-pay-cut-if-they-cant-beat-the-market-1541419200
WallStreetJournal,Arsenal Is Stunning the Premier League by...Not Being Awful,https://www.wsj.com/articles/arsenal-is-stunning-the-premier-league-by-not-being-awful-1541429973
WallStreetJournal,Burst of Polio-Like Cases in Children Alarms Doctors,https://www.wsj.com/articles/another-burst-of-polio-like-cases-in-children-alarms-doctors-1541432122
WallStreetJournal,‘It’s Giant and Has Like Five Million Buttons.’ The Office Desk Phone Won’t Die,https://www.wsj.com/articles/its-giant-and-has-like-five-million-buttons-the-office-desk-phone-wont-die-1541432514
WallStreetJournal,SoftBank CEO Condemns Khashoggi Killing, Says Firm to Keep Saudi Ties,https://www.wsj.com/articles/softbank-ceo-denounces-khashoggi-killing-but-says-firm-will-keep-saudi-partnership-1541425683
WallStreetJournal,Facebook Takes Down Accounts Engaged in Misinformation on Eve of Midterms,https://www.wsj.com/articles/facebook-takes-down-accounts-engaged-in-misinformation-on-eve-of-midterms-1541481339
WallStreetJournal,Tencent to Limit Playing Time, Verify IDs of Young Chinese,https://www.wsj.com/articles/game-changer-tencent-to-limit-playing-time-verify-ids-of-young-chinese-1541418380
WallStreetJournal,Verizon to Break Up Wireless Unit in Reorganization,https://www.wsj.com/articles/verizon-to-break-up-wireless-unit-in-reorganization-1541420253
WallStreetJournal,Subaru Struggles Amid Recalls, Production Delays,https://www.wsj.com/articles/subaru-to-recall-an-additional-100-000-vehicles-in-japan-1541404651
WallStreetJournal,Citigroup to Keep Chairman, CEO Roles Separate,https://www.wsj.com/articles/citigroup-to-keep-chairman-ceo-roles-separate-1541426400
Polygon,Razer’s Cyber Weekend sale on PC and Xbox gaming gear starts now,https://www.polygon.com/deals/2018/11/5/18064998/black-friday-deals-2018-razer-headsets-laptop-mouse-keyboard
Polygon,New Kingdom Hearts 3 trailer brings Tangled’s Rapunzel and Flynn Rider into action ,https://www.polygon.com/gaming/2018/11/5/18065432/kingdom-hearts-3-trailer-tangled-world-corona
Polygon,Red Dead Redemption 2 is a criticism of power fantasies,https://www.polygon.com/2018/11/2/18042220/red-dead-redemption-2-power-fantasy
Polygon,Ingress relaunches as Ingress Prime, includes 100 percent more anime,https://www.polygon.com/2018/11/5/18065190/ingress-prime-free-download-trailer
Polygon,Pokémon Go will finally track your walking distance in the background,https://www.polygon.com/2018/10/25/18022886/pokemon-go-adventure-sync-walking-feature
Polygon,K/DA, Riot Games’ pop girl group, explained,https://www.polygon.com/2018/11/5/18064726/league-of-legends-kda-pop-stars-video-akali-ahri-evelynn-kai-sa
Polygon,‘What the heck is The Nutcracker and the Four Realms?’ and other burning questions, answered,https://www.polygon.com/2018/11/3/18056114/nutcracker-four-realms-cast-ballet-dancing-directors-mouse-king
Polygon,Brie Larson’s Samus costume sparks fan art of possible Metroid movie ,https://www.polygon.com/2018/11/5/18064180/brie-larsons-samus-costume-metroid-movie-fan-edits
Polygon,Another free, fan-made P.T. remake pops up,https://www.polygon.com/2018/11/5/18056732/pt-remake-pc-free-download-itchio
Polygon,Super Smash Bros. Ultimate Nintendo Direct, November 2018,https://www.polygon.com/2018/11/1/18051632/super-smash-bros-ultimate-nintendo-direct-november-new-characters-video
Polygon,NFL skins are coming to Fortnite,https://www.polygon.com/fortnite/2018/11/5/18064374/fortnite-nfl-skins-uniforms
Polygon,The Polygon Show episode 74: Halloween candy and horses galore,https://www.polygon.com/the-polygon-show/2018/11/2/18056450/the-polygon-show-podcast-episode-74
Polygon,Walking Dead getting three TV movies featuring series star Andrew Lincoln,https://www.polygon.com/tv/2018/11/5/18063456/walking-dead-andrew-lincoln-rick-grimes-3-tv-movies
Polygon,Rumor: YouTube app coming to Nintendo Switch soon,https://www.polygon.com/2018/11/4/18062326/nintendo-switch-youtube-app-rumor
Polygon,Fortnite’s Cube blows up, takes players to a magical mystery dimension,https://www.polygon.com/2018/11/4/18062020/fortnite-cube-kevin-explodes-end-fortnitemares-video
Polygon,Fallout 76’s beta already has mods,https://www.polygon.com/2018/11/4/18061586/fallout-76-beta-mods-pc
Polygon,Deltarune isn’t an Undertale sequel, and it won’t be finished any time soon,https://www.polygon.com/2018/11/2/18055522/deltarune-undertale-2-toby-fox-faq-spoilers
Polygon,Reforged is Warcraft 3 at its best, even though so much has been changed,https://www.polygon.com/2018/11/4/18060430/warcraft-3-reforged-impressions-demo-blizzcon
Polygon,Diablo: Immortal will have boss-specific loot drops, as well as a traditional Diablo loot system,https://www.polygon.com/interviews/2018/11/4/18060428/diablo-immortal-loot-system-boss-reward
Polygon,World of Warcraft: Classic will have staggered raid tiers,https://www.polygon.com/2018/11/3/18059740/world-of-warcraft-classic-raid-release
HuffingtonPost,TRUMP & FRIENDS: FOX RALLY LOVE FEST ON ELECTION EVE,https://www.huffingtonpost.com/entry/trump-sean-hannity-rally-missouri_us_5be109dce4b01ffb1d057c43
HuffingtonPost,Confused Trump Fans Chant ‘4 More Years,’ Forgetting It’s Only 2018,https://www.huffingtonpost.com/entry/trump-four-more-years-missouri-rally-chant_us_5be11ba3e4b01ffb1d0580ff
HuffingtonPost,Michelle Obama Has An Update For ‘When They Go Low, We Go High’,https://www.huffingtonpost.com/entry/michelle-obama-they-go-low-we-go-high_us_5be092e5e4b01ffb1d050377
HuffingtonPost,Rep. Steve King Blasts National Republicans For Supporting A Gay Candidate,https://www.huffingtonpost.com/entry/steve-king-gay-nrcc_us_5be0fbb3e4b01ffb1d056c90
HuffingtonPost,Lawyers File Motion To Stop Trump’s Attack On Immigrant Children,https://www.huffingtonpost.com/entry/lawyers-trump-immigrant-children-detention_us_5be08501e4b04367a87f391c
HuffingtonPost,For Ryan Zinke And His Team At Interior, Ethics Pledges Are Tough,https://www.huffingtonpost.com/entry/ryan-zinke-interior-staff-ethics_us_5be0df7ae4b09d43e3220aad
HuffingtonPost,‘Me Voting In 2016 vs. Me Voting In 2018’ Meme Captures Your Midterm Emotions,https://www.huffingtonpost.com/entry/midterm-election-meme-me-voting-in-2018_us_5be0e518e4b01ffb1d0559f9
HuffingtonPost,RUSH: AMERICA IS A ‘NATION AT RISK’ WITHOUT TRUMP,https://www.huffingtonpost.com/entry/rush-limbaugh-donald-trump_us_5be11d68e4b09d43e32235d1
HuffingtonPost,Conservative Radio Host Also Denies That He And Trump Are Devisive,https://www.huffingtonpost.com/entry/rush-limbaugh-donald-trump_us_5be11d68e4b09d43e32235d1
HuffingtonPost,‘WE VOTE. WE WIN.’,https://www.huffingtonpost.com/entry/las-vegas-union-voter-registration-midterm-elections_us_5be0b487e4b09d43e321e7a8
HuffingtonPost,Las Vegas Union Registers More Than 10,000 Voters For The Midterm Elections,https://www.huffingtonpost.com/entry/las-vegas-union-voter-registration-midterm-elections_us_5be0b487e4b09d43e321e7a8
HuffingtonPost,For Democrats, It’s All About Health Care. For Republicans, It’s Immigration.,https://www.huffingtonpost.com/entry/democrats-health-care-republicans-immigration-midterms_us_5be0dc21e4b09d43e32208f6
HuffingtonPost,Propaganda, Disinformation Target Muslim Candidates During Midterms,https://www.huffingtonpost.com/entry/muslim-candidates-disinformation-2018-midterm-elections_us_5be0c1f0e4b09d43e321f5f4
HuffingtonPost,These Cities Are Offering Free Public Transport On Election Day,https://www.huffingtonpost.com/entry/free-rides-election-day-transportation_us_5be0fa8ee4b04367a87fc4ee
HuffingtonPost,Latina Celebrities Encourage Fellow Latinos To Vote In The Midterms,https://www.huffingtonpost.com/entry/latina-celebrities-encourage-the-public-to-vote_us_5be0b27fe4b0fceec2907384
HuffingtonPost,Woman Who Flipped Off Trump’s Motorcade Is Now Running For Office,https://www.huffingtonpost.com/entry/she-flipped-off-trump-now-shes-running-for-office_us_5be0ab3be4b0db8ce256ef45
HuffingtonPost,STATE MEDIA,https://www.huffingtonpost.com/entry/sean-hannity-donald-trump-campaign-state-media_us_5be1165de4b01ffb1d057f78
HuffingtonPost,Twitter Users Mock Fox News As Hannity Campaigns With Trump,https://www.huffingtonpost.com/entry/sean-hannity-donald-trump-campaign-state-media_us_5be1165de4b01ffb1d057f78
HuffingtonPost,HOPE FOR HUMANITY,https://www.huffingtonpost.com/entry/customers-help-donut-city-owner-sick-wife_us_5bdfcbdfe4b09d43e3204a88
HuffingtonPost,Customers Buy Out Doughnut Shop Every Morning So Owner Can Tend To Sick Wife,https://www.huffingtonpost.com/entry/customers-help-donut-city-owner-sick-wife_us_5bdfcbdfe4b09d43e3204a88
DailyBeast,Republicans Can Only Win by Cheating,https://www.thedailybeast.com/if-the-republicans-win-tuesday-the-reason-will-be-simple-they-cheated
DailyBeast,Dave Brat Is Confident He’s Not Going to Be 2018’s Upset,https://www.thedailybeast.com/dave-brat-should-be-winning-big-but-this-cia-vet-is-giving-him-the-run-of-his-life
DailyBeast,How the Democrats Will Turn Victory into Defeat,https://www.thedailybeast.com/sorry-liberals-but-your-house-leaders-are-lame-and-theyre-going-to-screw-this-up
DailyBeast,Florida Could Restore the Vote to 1.5 Million Felons Tuesday,https://www.thedailybeast.com/florida-could-restore-voting-rights-to-15-million-convicted-felons-on-tuesday
DailyBeast,America Has No Excuse for Backing Trump’s GOP This Time,https://www.thedailybeast.com/america-deliver-a-verdict-on-trump
DailyBeast,‘Catastrophe’: Democrats Fear Another Last-Minute Collapse,https://www.thedailybeast.com/democrats-ponder-the-unthinkable-what-if-they-lose
DailyBeast,MAGA-Themed Zionist Dinner Shows Split Between American Jews,https://www.thedailybeast.com/maga-themed-zionist-organization-of-america-dinner-shows-split-between-american-jews
BBC,Trump makes final bid for votes,/news/world-us-canada-46106086
BBC,Newlyweds die in air crash leaving wedding,/news/world-us-canada-46100722
BBC,Kim Jong-un gets 'first official portrait',/news/world-asia-46106393
BBC,Arrested, beaten and seen as a martyr,/news/world-africa-46101253
BBC,USA Gymnastics 'to be stripped of status',/sport/gymnastics/46105029
BBC,Long-awaited Aretha Franklin film to debut,/news/entertainment-arts-46105460
BBC,Large hydropower dams 'not sustainable',/news/science-environment-46098118
BBC,Australian man killed by shark,/news/world-australia-46105285
BBC,British man admits killing wife at sea,/news/uk-46105884
BBC,Dozens of pupils kidnapped in Cameroon,/news/world-africa-46096924
BBC,Chinese company curbs children's gaming,/news/business-46105893
BBC,Runaway train derailed in Australia,/news/world-australia-46105280
BBC,Cross Counter in historic Melbourne Cup win,/sport/horse-racing/46106503
BBC,Kosovo player to miss Liverpool's Serbia trip,/sport/football/46094407
BBC,Invincible, but for how much longer?,/news/world-us-canada-46099744
BBC,Hour-by-hour guide to election night,/news/world-us-canada-46076102
BBC,Hang on, what ARE the US 'mid-terms'?,/news/world-us-canada-45754946
BBC,An ugly, gloves-off fight that defines US election,/news/world-us-canada-46062153
